//DATASET,
//created,Tue, 07 Jul 2026 14:25:05 GMT

//TRACE,Waveform,Input 1
//SampledBand
#Time,Amplitude
#(ns),(a.u.)
32.9612,0.0013
32.9618,0.0014
32.9624,0.0015
32.9629,0.0016
32.9635,0.0017
32.9641,0.0017
32.9647,0.0018
32.9653,0.0018
32.9659,0.0018
32.9665,0.0018
32.9671,0.0018
32.9676,0.0018
32.9682,0.0018
32.9688,0.0017
32.9694,0.0017
32.97,0.0016
32.9706,0.0016
32.9712,0.0015
32.9718,0.0014
32.9724,0.0014
32.9729,0.0013
32.9735,0.0012
32.9741,0.0011
32.9747,0.0011
32.9753,0.001
32.9759,0.0009
32.9765,0.0008
32.9771,0.0007
32.9776,0.0006
32.9782,0.0004
32.9788,0.0003
32.9794,0.0002
32.98,0.0002
32.9806,0.0001
32.9812,0
32.9818,0
32.9824,0
32.9829,0
32.9835,0
32.9841,0.0001
32.9847,0.0001
32.9853,0.0002
32.9859,0.0003
32.9865,0.0005
32.9871,0.0006
32.9876,0.0008
32.9882,0.0009
32.9888,0.0011
32.9894,0.0012
32.99,0.0013
32.9906,0.0014
32.9912,0.0015
32.9918,0.0016
32.9924,0.0016
32.9929,0.0016
32.9935,0.0016
32.9941,0.0016
32.9947,0.0015
32.9953,0.0014
32.9959,0.0013
32.9965,0.0012
32.9971,0.001
32.9976,0.0009
32.9982,0.0008
32.9988,0.0006
32.9994,0.0005
33,0.0004
33.0006,0.0003
33.0012,0.0002
33.0018,0.0001
33.0024,0.0001
33.0029,0
33.0035,0
33.0041,0
33.0047,0
33.0053,0
33.0059,0
33.0065,0
33.0071,0
33.0076,0
33.0082,0
33.0088,0
33.0094,0
33.01,0
33.0106,0.0001
33.0112,0.0001
33.0118,0.0001
33.0124,0.0001
33.0129,0.0001
33.0135,0.0001
33.0141,0.0002
33.0147,0.0002
33.0153,0.0002
33.0159,0.0002
33.0165,0.0003
33.0171,0.0003
33.0176,0.0003
33.0182,0.0003
33.0188,0.0004
33.0194,0.0004
33.02,0.0004
33.0206,0.0004
33.0212,0.0005
33.0218,0.0005
33.0224,0.0005
33.0229,0.0006
33.0235,0.0006
33.0241,0.0007
33.0247,0.0007
33.0253,0.0008
33.0259,0.0008
33.0265,0.0009
33.0271,0.0009
33.0276,0.001
33.0282,0.001
33.0288,0.0011
33.0294,0.0011
33.03,0.0011
33.0306,0.0012
33.0312,0.0012
33.0318,0.0012
33.0324,0.0012
33.0329,0.0012
33.0335,0.0012
33.0341,0.0012
33.0347,0.0012
33.0353,0.0012
33.0359,0.0012
33.0365,0.0012
33.0371,0.0012
33.0376,0.0012
33.0382,0.0012
33.0388,0.0012
33.0394,0.0011
33.04,0.0011
33.0406,0.0011
33.0412,0.0011
33.0418,0.0011
33.0424,0.0011
33.0429,0.0011
33.0435,0.0011
33.0441,0.001
33.0447,0.001
33.0453,0.001
33.0459,0.001
33.0465,0.001
33.0471,0.0011
33.0476,0.0011
33.0482,0.0011
33.0488,0.0011
33.0494,0.0011
33.05,0.0012
33.0506,0.0012
33.0512,0.0013
33.0518,0.0013
33.0524,0.0014
33.0529,0.0014
33.0535,0.0015
33.0541,0.0016
33.0547,0.0016
33.0553,0.0017
33.0559,0.0017
33.0565,0.0017
33.0571,0.0018
33.0576,0.0018
33.0582,0.0017
33.0588,0.0017
33.0594,0.0017
33.06,0.0016
33.0606,0.0015
33.0612,0.0014
33.0618,0.0013
33.0624,0.0011
33.0629,0.001
33.0635,0.0009
33.0641,0.0007
33.0647,0.0006
33.0653,0.0005
33.0659,0.0004
33.0665,0.0003
33.0671,0.0002
33.0676,0.0002
33.0682,0.0001
33.0688,0.0001
33.0694,0.0001
33.07,0.0001
33.0706,0.0001
33.0712,0.0001
33.0718,0.0002
33.0724,0.0002
33.0729,0.0002
33.0735,0.0003
33.0741,0.0003
33.0747,0.0004
33.0753,0.0004
33.0759,0.0004
33.0765,0.0005
33.0771,0.0005
33.0776,0.0005
33.0782,0.0006
33.0788,0.0006
33.0794,0.0006
33.08,0.0006
33.0806,0.0007
33.0812,0.0007
33.0818,0.0007
33.0824,0.0007
33.0829,0.0007
33.0835,0.0006
33.0841,0.0006
33.0847,0.0006
33.0853,0.0006
33.0859,0.0006
33.0865,0.0006
33.0871,0.0006
33.0876,0.0005
33.0882,0.0005
33.0888,0.0005
33.0894,0.0005
33.09,0.0004
33.0906,0.0004
33.0912,0.0004
33.0918,0.0003
33.0924,0.0003
33.0929,0.0003
33.0935,0.0002
33.0941,0.0002
33.0947,0.0002
33.0953,0.0001
33.0959,0.0001
33.0965,0.0001
33.0971,0.0001
33.0976,0.0001
33.0982,0.0001
33.0988,0.0001
33.0994,0.0002
33.1,0.0002
33.1006,0.0002
33.1012,0.0002
33.1018,0.0003
33.1024,0.0003
33.1029,0.0003
33.1035,0.0004
33.1041,0.0004
33.1047,0.0005
33.1053,0.0005
33.1059,0.0005
33.1065,0.0006
33.1071,0.0006
33.1076,0.0006
33.1082,0.0007
33.1088,0.0007
33.1094,0.0008
33.11,0.0008
33.1106,0.0008
33.1112,0.0009
33.1118,0.0009
33.1124,0.001
33.1129,0.001
33.1135,0.0011
33.1141,0.0011
33.1147,0.0011
33.1153,0.0012
33.1159,0.0012
33.1165,0.0012
33.1171,0.0012
33.1176,0.0012
33.1182,0.0012
33.1188,0.0012
33.1194,0.0013
33.12,0.0013
33.1206,0.0013
33.1212,0.0013
33.1218,0.0013
33.1224,0.0013
33.1229,0.0012
33.1235,0.0012
33.1241,0.0012
33.1247,0.0012
33.1253,0.0012
33.1259,0.0011
33.1265,0.0011
33.1271,0.001
33.1276,0.001
33.1282,0.0009
33.1288,0.0009
33.1294,0.0008
33.13,0.0008
33.1306,0.0007
33.1312,0.0006
33.1318,0.0006
33.1324,0.0006
33.1329,0.0005
33.1335,0.0005
33.1341,0.0005
33.1347,0.0005
33.1353,0.0005
33.1359,0.0005
33.1365,0.0005
33.1371,0.0005
33.1376,0.0005
33.1382,0.0005
33.1388,0.0006
33.1394,0.0006
33.14,0.0006
33.1406,0.0006
33.1412,0.0006
33.1418,0.0006
33.1424,0.0006
33.1429,0.0006
33.1435,0.0006
33.1441,0.0006
33.1447,0.0006
33.1453,0.0006
33.1459,0.0006
33.1465,0.0006
33.1471,0.0006
33.1476,0.0006
33.1482,0.0006
33.1488,0.0006
33.1494,0.0006
33.15,0.0006
33.1506,0.0006
33.1512,0.0006
33.1518,0.0006
33.1524,0.0005
33.1529,0.0005
33.1535,0.0005
33.1541,0.0005
33.1547,0.0005
33.1553,0.0005
33.1559,0.0004
33.1565,0.0004
33.1571,0.0004
33.1576,0.0003
33.1582,0.0003
33.1588,0.0003
33.1594,0.0002
33.16,0.0002
33.1606,0.0002
33.1612,0.0001
33.1618,0.0001
33.1624,0.0001
33.1629,0.0001
33.1635,0.0001
33.1641,0.0001
33.1647,0.0001
33.1653,0
33.1659,0
33.1665,0
33.1671,0
33.1676,0
33.1682,0
33.1688,0
33.1694,0
33.17,0
33.1706,0
33.1712,0.0001
33.1718,0.0001
33.1724,0.0001
33.1729,0.0001
33.1735,0.0001
33.1741,0.0002
33.1747,0.0002
33.1753,0.0002
33.1759,0.0002
33.1765,0.0003
33.1771,0.0003
33.1776,0.0004
33.1782,0.0004
33.1788,0.0004
33.1794,0.0005
33.18,0.0005
33.1806,0.0005
33.1812,0.0005
33.1818,0.0006
33.1824,0.0006
33.1829,0.0006
33.1835,0.0006
33.1841,0.0006
33.1847,0.0006
33.1853,0.0006
33.1859,0.0005
33.1865,0.0005
33.1871,0.0005
33.1876,0.0005
33.1882,0.0005
33.1888,0.0005
33.1894,0.0005
33.19,0.0005
33.1906,0.0005
33.1912,0.0005
33.1918,0.0005
33.1924,0.0005
33.1929,0.0005
33.1935,0.0005
33.1941,0.0005
33.1947,0.0005
33.1953,0.0005
33.1959,0.0006
33.1965,0.0006
33.1971,0.0006
33.1976,0.0006
33.1982,0.0006
33.1988,0.0006
33.1994,0.0006
33.2,0.0006
33.2006,0.0006
33.2012,0.0005
33.2018,0.0005
33.2024,0.0005
33.2029,0.0004
33.2035,0.0004
33.2041,0.0004
33.2047,0.0003
33.2053,0.0003
33.2059,0.0002
33.2065,0.0002
33.2071,0.0002
33.2076,0.0001
33.2082,0.0001
33.2088,0.0001
33.2094,0.0001
33.21,0.0001
33.2106,0
33.2112,0.0001
33.2118,0.0001
33.2124,0.0001
33.2129,0.0001
33.2135,0.0001
33.2141,0.0002
33.2147,0.0002
33.2153,0.0002
33.2159,0.0003
33.2165,0.0003
33.2171,0.0004
33.2176,0.0004
33.2182,0.0005
33.2188,0.0005
33.2194,0.0006
33.22,0.0007
33.2206,0.0008
33.2212,0.0009
33.2218,0.001
33.2224,0.0011
33.2229,0.0012
33.2235,0.0013
33.2241,0.0014
33.2247,0.0015
33.2253,0.0016
33.2259,0.0016
33.2265,0.0017
33.2271,0.0017
33.2276,0.0017
33.2282,0.0017
33.2288,0.0017
33.2294,0.0016
33.23,0.0015
33.2306,0.0014
33.2312,0.0013
33.2318,0.0012
33.2324,0.001
33.2329,0.0009
33.2335,0.0007
33.2341,0.0006
33.2347,0.0005
33.2353,0.0003
33.2359,0.0002
33.2365,0.0001
33.2371,0.0001
33.2376,0
33.2382,0
33.2388,0
33.2394,0
33.24,0.0001
33.2406,0.0002
33.2412,0.0002
33.2418,0.0003
33.2424,0.0004
33.2429,0.0005
33.2435,0.0006
33.2441,0.0007
33.2447,0.0008
33.2453,0.0009
33.2459,0.001
33.2465,0.001
33.2471,0.0011
33.2476,0.0011
33.2482,0.0012
33.2488,0.0012
33.2494,0.0012
33.25,0.0012
33.2506,0.0012
33.2512,0.0012
33.2518,0.0012
33.2524,0.0012
33.2529,0.0012
33.2535,0.0012
33.2541,0.0012
33.2547,0.0012
33.2553,0.0011
33.2559,0.0011
33.2565,0.0011
33.2571,0.0011
33.2576,0.0011
33.2582,0.0011
33.2588,0.0011
33.2594,0.0011
33.26,0.0011
33.2606,0.0012
33.2612,0.0012
33.2618,0.0012
33.2624,0.0012
33.2629,0.0012
33.2635,0.0012
33.2641,0.0012
33.2647,0.0012
33.2653,0.0012
33.2659,0.0012
33.2665,0.0012
33.2671,0.0012
33.2676,0.0011
33.2682,0.0011
33.2688,0.001
33.2694,0.001
33.27,0.0009
33.2706,0.0009
33.2712,0.0008
33.2718,0.0008
33.2724,0.0007
33.2729,0.0007
33.2735,0.0006
33.2741,0.0006
33.2747,0.0006
33.2753,0.0005
33.2759,0.0005
33.2765,0.0005
33.2771,0.0005
33.2776,0.0005
33.2782,0.0004
33.2788,0.0004
33.2794,0.0004
33.28,0.0004
33.2806,0.0005
33.2812,0.0005
33.2818,0.0005
33.2824,0.0005
33.2829,0.0005
33.2835,0.0005
33.2841,0.0005
33.2847,0.0006
33.2853,0.0006
33.2859,0.0006
33.2865,0.0007
33.2871,0.0007
33.2876,0.0007
33.2882,0.0008
33.2888,0.0008
33.2894,0.0008
33.29,0.0009
33.2906,0.0009
33.2912,0.001
33.2918,0.001
33.2924,0.001
33.2929,0.0011
33.2935,0.0011
33.2941,0.0011
33.2947,0.0012
33.2953,0.0012
33.2959,0.0013
33.2965,0.0013
33.2971,0.0014
33.2976,0.0015
33.2982,0.0015
33.2988,0.0016
33.2994,0.0016
33.3,0.0016
33.3006,0.0017
33.3012,0.0017
33.3018,0.0017
33.3024,0.0017
33.3029,0.0017
33.3035,0.0017
33.3041,0.0016
33.3047,0.0015
33.3053,0.0015
33.3059,0.0013
33.3065,0.0012
33.3071,0.0011
33.3076,0.0009
33.3082,0.0008
33.3088,0.0007
33.3094,0.0005
33.31,0.0004
33.3106,0.0003
33.3112,0.0002
33.3118,0.0001
33.3124,0
33.3129,0
33.3135,0
33.3141,0
33.3147,0.0001
33.3153,0.0001
33.3159,0.0002
33.3165,0.0003
33.3171,0.0004
33.3176,0.0005
33.3182,0.0006
33.3188,0.0007
33.3194,0.0008
33.32,0.0009
33.3206,0.001
33.3212,0.001
33.3218,0.0011
33.3224,0.0011
33.3229,0.0011
33.3235,0.0011
33.3241,0.001
33.3247,0.001
33.3253,0.0009
33.3259,0.0008
33.3265,0.0008
33.3271,0.0007
33.3276,0.0006
33.3282,0.0005
33.3288,0.0004
33.3294,0.0003
33.33,0.0003
33.3306,0.0002
33.3312,0.0001
33.3318,0.0001
33.3324,0.0001
33.3329,0
33.3335,0
33.3341,0
33.3347,-0.0001
33.3353,-0.0001
33.3359,-0.0001
33.3365,-0.0001
33.3371,-0.0001
33.3376,-0.0001
33.3382,-0.0001
33.3388,-0.0001
33.3394,-0.0001
33.34,-0.0001
33.3406,0
33.3412,0
33.3418,0.0001
33.3424,0.0002
33.3429,0.0003
33.3435,0.0004
33.3441,0.0005
33.3447,0.0006
33.3453,0.0008
33.3459,0.0009
33.3465,0.001
33.3471,0.0012
33.3476,0.0013
33.3482,0.0014
33.3488,0.0015
33.3494,0.0016
33.35,0.0017
33.3506,0.0017
33.3512,0.0017
33.3518,0.0017
33.3524,0.0017
33.3529,0.0017
33.3535,0.0016
33.3541,0.0016
33.3547,0.0015
33.3553,0.0015
33.3559,0.0014
33.3565,0.0014
33.3571,0.0013
33.3576,0.0013
33.3582,0.0012
33.3588,0.0012
33.3594,0.0012
33.36,0.0012
33.3606,0.0012
33.3612,0.0012
33.3618,0.0013
33.3624,0.0013
33.3629,0.0013
33.3635,0.0014
33.3641,0.0014
33.3647,0.0014
33.3653,0.0015
33.3659,0.0015
33.3665,0.0015
33.3671,0.0016
33.3676,0.0016
33.3682,0.0016
33.3688,0.0016
33.3694,0.0016
33.37,0.0017
33.3706,0.0017
33.3712,0.0017
33.3718,0.0017
33.3724,0.0017
33.3729,0.0017
33.3735,0.0017
33.3741,0.0017
33.3747,0.0017
33.3753,0.0017
33.3759,0.0017
33.3765,0.0017
33.3771,0.0017
33.3776,0.0016
33.3782,0.0016
33.3788,0.0016
33.3794,0.0016
33.38,0.0016
33.3806,0.0016
33.3812,0.0016
33.3818,0.0016
33.3824,0.0016
33.3829,0.0016
33.3835,0.0016
33.3841,0.0016
33.3847,0.0016
33.3853,0.0016
33.3859,0.0016
33.3865,0.0016
33.3871,0.0016
33.3876,0.0016
33.3882,0.0016
33.3888,0.0016
33.3894,0.0016
33.39,0.0016
33.3906,0.0016
33.3912,0.0016
33.3918,0.0015
33.3924,0.0015
33.3929,0.0015
33.3935,0.0014
33.3941,0.0014
33.3947,0.0014
33.3953,0.0013
33.3959,0.0013
33.3965,0.0013
33.3971,0.0012
33.3976,0.0012
33.3982,0.0012
33.3988,0.0011
33.3994,0.0011
33.4,0.001
33.4006,0.001
33.4012,0.0009
33.4018,0.0009
33.4024,0.0008
33.4029,0.0008
33.4035,0.0007
33.4041,0.0007
33.4047,0.0006
33.4053,0.0006
33.4059,0.0006
33.4065,0.0006
33.4071,0.0006
33.4076,0.0006
33.4082,0.0007
33.4088,0.0007
33.4094,0.0008
33.41,0.0009
33.4106,0.001
33.4112,0.0011
33.4118,0.0012
33.4124,0.0013
33.4129,0.0013
33.4135,0.0014
33.4141,0.0015
33.4147,0.0015
33.4153,0.0016
33.4159,0.0016
33.4165,0.0016
33.4171,0.0017
33.4176,0.0017
33.4182,0.0016
33.4188,0.0016
33.4194,0.0016
33.42,0.0016
33.4206,0.0015
33.4212,0.0015
33.4218,0.0015
33.4224,0.0014
33.4229,0.0014
33.4235,0.0014
33.4241,0.0013
33.4247,0.0013
33.4253,0.0013
33.4259,0.0012
33.4265,0.0012
33.4271,0.0012
33.4276,0.0011
33.4282,0.0011
33.4288,0.001
33.4294,0.001
33.43,0.001
33.4306,0.0009
33.4312,0.0009
33.4318,0.0008
33.4324,0.0008
33.4329,0.0008
33.4335,0.0007
33.4341,0.0007
33.4347,0.0006
33.4353,0.0006
33.4359,0.0005
33.4365,0.0005
33.4371,0.0004
33.4376,0.0004
33.4382,0.0003
33.4388,0.0003
33.4394,0.0002
33.44,0.0002
33.4406,0.0001
33.4412,0.0001
33.4418,0.0001
33.4424,0
33.4429,0
33.4435,0
33.4441,0
33.4447,0
33.4453,0.0001
33.4459,0.0001
33.4465,0.0001
33.4471,0.0002
33.4476,0.0002
33.4482,0.0003
33.4488,0.0003
33.4494,0.0004
33.45,0.0004
33.4506,0.0004
33.4512,0.0005
33.4518,0.0005
33.4524,0.0006
33.4529,0.0006
33.4535,0.0006
33.4541,0.0006
33.4547,0.0006
33.4553,0.0006
33.4559,0.0005
33.4565,0.0005
33.4571,0.0005
33.4576,0.0005
33.4582,0.0004
33.4588,0.0004
33.4594,0.0003
33.46,0.0003
33.4606,0.0002
33.4612,0.0002
33.4618,0.0002
33.4624,0.0002
33.4629,0.0001
33.4635,0.0001
33.4641,0.0001
33.4647,0.0001
33.4653,0.0001
33.4659,0
33.4665,0
33.4671,0
33.4676,0
33.4682,-0.0001
33.4688,-0.0001
33.4694,-0.0001
33.47,-0.0001
33.4706,-0.0001
33.4712,-0.0001
33.4718,-0.0001
33.4724,0
33.4729,0
33.4735,0.0001
33.4741,0.0002
33.4747,0.0003
33.4753,0.0004
33.4759,0.0005
33.4765,0.0007
33.4771,0.0008
33.4776,0.001
33.4782,0.0011
33.4788,0.0013
33.4794,0.0014
33.48,0.0015
33.4806,0.0016
33.4812,0.0017
33.4818,0.0017
33.4824,0.0017
33.4829,0.0017
33.4835,0.0016
33.4841,0.0015
33.4847,0.0014
33.4853,0.0013
33.4859,0.0012
33.4865,0.001
33.4871,0.0009
33.4876,0.0007
33.4882,0.0006
33.4888,0.0005
33.4894,0.0003
33.49,0.0003
33.4906,0.0002
33.4912,0.0001
33.4918,0
33.4924,0
33.4929,0
33.4935,-0.0001
33.4941,-0.0001
33.4947,-0.0001
33.4953,-0.0001
33.4959,-0.0001
33.4965,-0.0001
33.4971,-0.0001
33.4976,-0.0001
33.4982,-0.0001
33.4988,-0.0001
33.4994,-0.0001
33.5,-0.0001
33.5006,0
33.5012,0
33.5018,0.0001
33.5024,0.0002
33.5029,0.0003
33.5035,0.0004
33.5041,0.0005
33.5047,0.0006
33.5053,0.0008
33.5059,0.0009
33.5065,0.001
33.5071,0.0012
33.5076,0.0013
33.5082,0.0014
33.5088,0.0015
33.5094,0.0015
33.51,0.0016
33.5106,0.0016
33.5112,0.0016
33.5118,0.0016
33.5124,0.0016
33.5129,0.0015
33.5135,0.0015
33.5141,0.0014
33.5147,0.0013
33.5153,0.0012
33.5159,0.0011
33.5165,0.001
33.5171,0.0009
33.5176,0.0008
33.5182,0.0007
33.5188,0.0007
33.5194,0.0007
33.52,0.0006
33.5206,0.0007
33.5212,0.0007
33.5218,0.0007
33.5224,0.0008
33.5229,0.0009
33.5235,0.0009
33.5241,0.001
33.5247,0.0011
33.5253,0.0012
33.5259,0.0013
33.5265,0.0014
33.5271,0.0015
33.5276,0.0015
33.5282,0.0016
33.5288,0.0016
33.5294,0.0016
33.53,0.0016
33.5306,0.0016
33.5312,0.0016
33.5318,0.0015
33.5324,0.0014
33.5329,0.0013
33.5335,0.0012
33.5341,0.0011
33.5347,0.001
33.5353,0.0009
33.5359,0.0008
33.5365,0.0007
33.5371,0.0007
33.5376,0.0006
33.5382,0.0006
33.5388,0.0006
33.5394,0.0006
33.54,0.0006
33.5406,0.0007
33.5412,0.0007
33.5418,0.0008
33.5424,0.0009
33.5429,0.001
33.5435,0.0011
33.5441,0.0012
33.5447,0.0013
33.5453,0.0014
33.5459,0.0015
33.5465,0.0016
33.5471,0.0016
33.5476,0.0017
33.5482,0.0017
33.5488,0.0017
33.5494,0.0016
33.55,0.0016
33.5506,0.0015
33.5512,0.0015
33.5518,0.0014
33.5524,0.0013
33.5529,0.0012
33.5535,0.001
33.5541,0.0009
33.5547,0.0008
33.5553,0.0007
33.5559,0.0007
33.5565,0.0006
33.5571,0.0006
33.5576,0.0006
33.5582,0.0006
33.5588,0.0006
33.5594,0.0007
33.56,0.0007
33.5606,0.0008
33.5612,0.0009
33.5618,0.001
33.5624,0.0011
33.5629,0.0012
33.5635,0.0013
33.5641,0.0014
33.5647,0.0014
33.5653,0.0015
33.5659,0.0016
33.5665,0.0016
33.5671,0.0016
33.5676,0.0017
33.5682,0.0017
33.5688,0.0017
33.5694,0.0017
33.57,0.0017
33.5706,0.0017
33.5712,0.0017
33.5718,0.0017
33.5724,0.0017
33.5729,0.0017
33.5735,0.0017
33.5741,0.0017
33.5747,0.0017
33.5753,0.0017
33.5759,0.0016
33.5765,0.0016
33.5771,0.0016
33.5776,0.0016
33.5782,0.0016
33.5788,0.0016
33.5794,0.0016
33.58,0.0015
33.5806,0.0015
33.5812,0.0015
33.5818,0.0015
33.5824,0.0014
33.5829,0.0014
33.5835,0.0014
33.5841,0.0013
33.5847,0.0013
33.5853,0.0013
33.5859,0.0012
33.5865,0.0012
33.5871,0.0011
33.5876,0.001
33.5882,0.0009
33.5888,0.0008
33.5894,0.0007
33.59,0.0006
33.5906,0.0005
33.5912,0.0004
33.5918,0.0003
33.5924,0.0002
33.5929,0.0001
33.5935,0.0001
33.5941,0
33.5947,0
33.5953,0
33.5959,0
33.5965,0
33.5971,0.0001
33.5976,0.0001
33.5982,0.0002
33.5988,0.0003
33.5994,0.0004
33.6,0.0005
33.6006,0.0006
33.6012,0.0006
33.6018,0.0007
33.6024,0.0008
33.6029,0.0009
33.6035,0.001
33.6041,0.0011
33.6047,0.0012
33.6053,0.0012
33.6059,0.0013
33.6065,0.0013
33.6071,0.0014
33.6076,0.0014
33.6082,0.0015
33.6088,0.0015
33.6094,0.0015
33.61,0.0016
33.6106,0.0016
33.6112,0.0016
33.6118,0.0016
33.6124,0.0017
33.6129,0.0017
33.6135,0.0017
33.6141,0.0017
33.6147,0.0017
33.6153,0.0017
33.6159,0.0017
33.6165,0.0017
33.6171,0.0017
33.6176,0.0017
33.6182,0.0017
33.6188,0.0017
33.6194,0.0017
33.62,0.0017
33.6206,0.0017
33.6212,0.0017
33.6218,0.0017
33.6224,0.0017
33.6229,0.0016
33.6235,0.0016
33.6241,0.0017
33.6247,0.0017
33.6253,0.0017
33.6259,0.0017
33.6265,0.0017
33.6271,0.0017
33.6276,0.0017
33.6282,0.0017
33.6288,0.0017
33.6294,0.0017
33.63,0.0018
33.6306,0.0018
33.6312,0.0017
33.6318,0.0017
33.6324,0.0017
33.6329,0.0016
33.6335,0.0016
33.6341,0.0015
33.6347,0.0014
33.6353,0.0013
33.6359,0.0012
33.6365,0.001
33.6371,0.0009
33.6376,0.0008
33.6382,0.0006
33.6388,0.0005
33.6394,0.0004
33.64,0.0003
33.6406,0.0002
33.6412,0.0002
33.6418,0.0001
33.6424,0.0001
33.6429,0.0001
33.6435,0.0001
33.6441,0.0001
33.6447,0.0001
33.6453,0.0002
33.6459,0.0002
33.6465,0.0002
33.6471,0.0003
33.6476,0.0004
33.6482,0.0004
33.6488,0.0004
33.6494,0.0005
33.65,0.0005
33.6506,0.0005
33.6512,0.0006
33.6518,0.0006
33.6524,0.0006
33.6529,0.0005
33.6535,0.0005
33.6541,0.0004
33.6547,0.0004
33.6553,0.0003
33.6559,0.0003
33.6565,0.0002
33.6571,0.0002
33.6576,0.0001
33.6582,0.0001
33.6588,0.0001
33.6594,0
33.66,0
33.6606,0
33.6612,0.0001
33.6618,0.0001
33.6624,0.0001
33.6629,0.0002
33.6635,0.0002
33.6641,0.0003
33.6647,0.0004
33.6653,0.0004
33.6659,0.0005
33.6665,0.0006
33.6671,0.0007
33.6676,0.0008
33.6682,0.0009
33.6688,0.001
33.6694,0.001
33.67,0.0011
33.6706,0.0012
33.6712,0.0012
33.6718,0.0013
33.6724,0.0013
33.6729,0.0014
33.6735,0.0014
33.6741,0.0015
33.6747,0.0015
33.6753,0.0016
33.6759,0.0016
33.6765,0.0016
33.6771,0.0017
33.6776,0.0017
33.6782,0.0017
33.6788,0.0017
33.6794,0.0017
33.68,0.0017
33.6806,0.0017
33.6812,0.0017
33.6818,0.0017
33.6824,0.0017
33.6829,0.0017
33.6835,0.0017
33.6841,0.0017
33.6847,0.0017
33.6853,0.0017
33.6859,0.0017
33.6865,0.0016
33.6871,0.0016
33.6876,0.0016
33.6882,0.0016
33.6888,0.0016
33.6894,0.0016
33.69,0.0016
33.6906,0.0016
33.6912,0.0015
33.6918,0.0015
33.6924,0.0015
33.6929,0.0015
33.6935,0.0014
33.6941,0.0014
33.6947,0.0014
33.6953,0.0013
33.6959,0.0013
33.6965,0.0013
33.6971,0.0013
33.6976,0.0012
33.6982,0.0012
33.6988,0.0012
33.6994,0.0011
33.7,0.0011
33.7006,0.001
33.7012,0.001
33.7018,0.0009
33.7024,0.0009
33.7029,0.0008
33.7035,0.0008
33.7041,0.0008
33.7047,0.0007
33.7053,0.0007
33.7059,0.0007
33.7065,0.0006
33.7071,0.0006
33.7076,0.0006
33.7082,0.0006
33.7088,0.0006
33.7094,0.0006
33.71,0.0006
33.7106,0.0006
33.7112,0.0006
33.7118,0.0006
33.7124,0.0006
33.7129,0.0006
33.7135,0.0006
33.7141,0.0006
33.7147,0.0006
33.7153,0.0006
33.7159,0.0006
33.7165,0.0006
33.7171,0.0006
33.7176,0.0005
33.7182,0.0005
33.7188,0.0005
33.7194,0.0005
33.72,0.0004
33.7206,0.0004
33.7212,0.0004
33.7218,0.0003
33.7224,0.0003
33.7229,0.0003
33.7235,0.0002
33.7241,0.0002
33.7247,0.0001
33.7253,0.0001
33.7259,0.0001
33.7265,0.0001
33.7271,0.0001
33.7276,0.0001
33.7282,0.0001
33.7288,0.0001
33.7294,0.0001
33.73,0.0002
33.7306,0.0002
33.7312,0.0003
33.7318,0.0003
33.7324,0.0004
33.7329,0.0004
33.7335,0.0005
33.7341,0.0005
33.7347,0.0005
33.7353,0.0006
33.7359,0.0006
33.7365,0.0006
33.7371,0.0005
33.7376,0.0005
33.7382,0.0005
33.7388,0.0004
33.7394,0.0004
33.74,0.0003
33.7406,0.0003
33.7412,0.0003
33.7418,0.0002
33.7424,0.0002
33.7429,0.0001
33.7435,0.0001
33.7441,0.0001
33.7447,0.0001
33.7453,0.0001
33.7459,0.0001
33.7465,0.0001
33.7471,0.0002
33.7476,0.0002
33.7482,0.0003
33.7488,0.0003
33.7494,0.0004
33.75,0.0005
33.7506,0.0006
33.7512,0.0006
33.7518,0.0007
33.7524,0.0008
33.7529,0.0009
33.7535,0.001
33.7541,0.001
33.7547,0.0011
33.7553,0.0011
33.7559,0.0012
33.7565,0.0012
33.7571,0.0013
33.7576,0.0013
33.7582,0.0014
33.7588,0.0014
33.7594,0.0015
33.76,0.0015
33.7606,0.0015
33.7612,0.0016
33.7618,0.0016
33.7624,0.0016
33.7629,0.0016
33.7635,0.0016
33.7641,0.0017
33.7647,0.0017
33.7653,0.0017
33.7659,0.0017
33.7665,0.0017
33.7671,0.0016
33.7676,0.0016
33.7682,0.0016
33.7688,0.0015
33.7694,0.0015
33.77,0.0015
33.7706,0.0014
33.7712,0.0014
33.7718,0.0013
33.7724,0.0013
33.7729,0.0012
33.7735,0.0012
33.7741,0.0011
33.7747,0.0011
33.7753,0.001
33.7759,0.0009
33.7765,0.0008
33.7771,0.0007
33.7776,0.0006
33.7782,0.0005
33.7788,0.0005
33.7794,0.0004
33.78,0.0003
33.7806,0.0002
33.7812,0.0001
33.7818,0.0001
33.7824,0
33.7829,0
33.7835,0
33.7841,0
33.7847,0.0001
33.7853,0.0001
33.7859,0.0002
33.7865,0.0002
33.7871,0.0003
33.7876,0.0004
33.7882,0.0005
33.7888,0.0006
33.7894,0.0007
33.79,0.0008
33.7906,0.0009
33.7912,0.001
33.7918,0.0011
33.7924,0.0011
33.7929,0.0012
33.7935,0.0012
33.7941,0.0012
33.7947,0.0012
33.7953,0.0012
33.7959,0.0013
33.7965,0.0013
33.7971,0.0013
33.7976,0.0013
33.7982,0.0012
